Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var
73,74,74,male only,18,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,Visual Brief Report,Main effect : BRTotalScore (total number of letters correctly reported),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.5202087020690843,0.04109263625226857,0.9924812030075187,0.5162973584445048,0.04047702493411315
82,821,82,male only,1,NA,NA,Caroux 2016 - MALES ONLY,"Caroux, L.",NA,NA,NA,1,published,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Main effect : RT,main,speed,NA,219,62,1,1,0,MeanSD + Ftest,0.8464579424772251,0.02197013740761056,0.9973094170403587,0.8441804771611428,0.021852071499974975
82,821,82,male only,NA,NA,NA,Caroux 2016 - MALES ONLY,"Caroux, L.",NA,NA,NA,1,published,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Interaction Group x Task - RT,interaction,speed,NA,219,62,1,1,0,NA,NA,NA,NA,NA,NA
83,833,83,,1,NA,3,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,perception,speed of processing,Simple RT,Main effect of Group: RT,main,speed,Paper text,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,0.9106774035482231,0.14715555555555554,0.972972972972973,0.8860645007496225,0.13930869247626004
83,833,83,,NA,NA,3,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,perception,speed of processing,Simple RT,Main effect of Group: accuracy,main,accuracy,Table 1,15,15,0.8666666666666667,0.8666666666666667,0,NA,-0.2626128657194453,0.13448275862068965,0.972972972972973,-0.2555152207000009,0.12731165461827157
83,833,83,,2,NA,6,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,perception,speed of processing,Perceptual Discrimination RT,Main effect of Group: RT,main,speed,Paper text,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,1.0733126291998991,0.15253333333333333,0.972972972972973,1.044304179762064,0.14439970781592404
83,833,83,,NA,NA,6,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,perception,speed of processing,Perceptual Discrimination RT,Main effect of Group: accuracy,main,accuracy,Table 1,15,15,0.8666666666666667,0.8666666666666667,0,NA,0.24999999999999745,0.13437499999999997,0.972972972972973,0.24324324324324076,0.1272096420745069
83,833,83,,3,NA,9,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,TOVA sustained,Main effect of Group: RT,main,speed,sent by email,15,15,0.8666666666666667,0.8666666666666667,0,MeanSD,1.0252690039732504,0.15085294217513834,0.972972972972973,0.9975590308928923,0.14280892115338154
83,833,83,,NA,NA,9,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,TOVA sustained,Main effect of Group: accuracy,main,accuracy,sent by email (AVG go & nogo),15,15,0.8666666666666667,0.8666666666666667,0,NA,0.12343121836514508,0.13358725442778507,0.972972972972973,0.12009523949041143,0.12646390192725307
83,833,83,,4,NA,12,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,inhibition,inhibition,TOVA impulsive,Main effect of Group: RT,main,speed,sent by email,15,15,0.8666666666666667,0.8461538461538461,0.02051282051282055,MeanSD,1.4836435295489536,0.17001996871287461,0.972972972972973,1.4435450557773604,0.16095389295243645
83,833,83,,NA,NA,12,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,inhibition,inhibition,TOVA impulsive,Main effect of Group: accuracy,main,accuracy,sent by email (AVG go & nogo),15,15,0.8666666666666667,0.8461538461538461,0.02051282051282055,NA,-0.16478319210472114,0.13378589167333702,0.972972972972973,-0.16032959231810706,0.12665194712099692
83,833,83,,5,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,Attentional Blink,Main effect of Group - accuracy,main,accuracy,Paper text,15,12,0.8666666666666667,0.9166666666666666,-0.04999999999999993,Ftest,0.26551836094703507,0.15130555555555555,0.9696969696969697,0.2574723500092461,0.1422744617896133
83,833,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,Attentional Blink,Interaction Group x Lag: accuracy,interaction,accuracy,Paper text,15,12,0.8666666666666667,0.9166666666666666,-0.04999999999999993,Ftest,NA,NA,NA,NA,NA
83,833,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,Attentional Blink,AB MAGNITUDE: accuracy,main,accuracy,NA,15,13,0.8666666666666667,0.9230769230769231,-0.05641025641025643,Ftest,NA,NA,NA,NA,NA
83,833,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,Attentional Blink,AB RECOVERY: accuracy,main,accuracy,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,NA,NA,NA,NA,NA
83,833,83,,6,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,MOT,Main effect of Group: accuracy 1-5 dots,main,accuracy,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,0.6693280212272604,0.1408,0.972972972972973,0.6512380747076048,0.13329203798392988
83,833,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,MOT,Interaction Group x Set size: accuracy,main,accuracy,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,NA,NA,NA,NA,NA
83,833,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,MOT,Group Diff - set size 4: accuracy,main,accuracy,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,NA,NA,NA,NA,NA
83,833,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,MOT,Group Diff - set size 5: accuracy,main,accuracy,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,NA,NA,NA,NA,NA
83,833,83,,NA,NA,21.6428571428571,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,verbal cognition,WM,N-Back,Main effect of Group,main,accuracy,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,NA,NA,NA,NA,NA
83,833,83,,7,NA,22.119047619047599,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,verbal cognition,WM,N-Back,Main effect of Group: RT,main,speed,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,0.726636084983398,0.14213333333333333,0.972972972972973,0.7069972718757387,0.13455427319211105
83,833,83,,NA,NA,24.5,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,multi-tasking,multi-tasking,Task switching,group effect on Switch cost,interaction,accuracy,Table 2,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,0,0.13333333333333333,0.972972972972973,0,0.12622352081811541
83,833,83,,NA,NA,24.976190476190499,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,multi-tasking,multi-tasking,Task switching,group effect on Switch cost,interaction,speed,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,0.9657360468999507,0.14887743520469907,0.972972972972973,0.9396350726594116,0.14093875531430972
83,833,83,,8,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,problem solving,problem solving,RAVEN (RAPM),main effect of group: score,main,accuracy,NA,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,0.35962943891363136,0.13548888888888888,0.972972972972973,0.3499097243483981,0.12826413440467496
83,833,83,,9,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,UFOV,main effect of group: threshold,main,speed,Paper text,15,15,0.8666666666666667,0.8666666666666667,0,Ftest,0.8107609594284454,0.14428888888888888,0.972972972972973,0.7888485010655145,0.13659488677867057
83,831,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,verbal cognition,verbal cognition,OSPAN,main effect of group,main,speed,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,832,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,verbal cognition,verbal cognition,OSPAN,main effect of group,main,speed,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
83,833,83,,10,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,verbal cognition,verbal cognition,OSPAN,main effect of group: score,main,speed,Paper text,15,13,0.8666666666666667,0.8461538461538461,0.02051282051282055,Ftest,0.1817295821423717,0.14417948717948717,0.970873786407767,0.17643648751686572,0.13590299479638718
83,831,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,verbal cognition,verbal cognition,DSPAN,main effect of group,main,speed,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,832,83,,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,verbal cognition,verbal cognition,DSPAN,main effect of group,main,speed,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
83,833,83,,11,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,verbal cognition,verbal cognition,DSPAN,main effect of group: score,main,speed,Paper text,11,11,0.9090909090909091,0.8181818181818182,0.09090909090909083,Ftest,0.12060453783110545,0.18214876033057853,0.9620253164556962,0.11602461867296221,0.1685773497307197
92,922,92,male only,1,NA,1,Kowal et al. 2018 - reanalysis,"Kowal, M., Toth, A.J., Exton, C., & Campbell, M.J.",new groups matching our criteria,NA,NA,1,published,2018,Participants were categorized into an ‘AVGPs’ group based on their experience with action video games (played first person shooter (FPS) or multiplayer online battle arena (MOBA) games at least 1 h per week).,Those in the ‘NVGPs’ group reported having no experience with the AVGs.,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Trail Making Test (B - A),Interaction Group x Task: time to complete TMTB - TMTA,interaction,speed,Excel from authors (SE converted to SD),38,28,1,1,0,MeanSD,-0.21381355231409213,0.06237641030276667,0.9882352941176471,-0.21129809875745575,0.060917363473539335
92,922,92,male only,NA,NA,1,Kowal et al. 2018 - reanalysis,"Kowal, M., Toth, A.J., Exton, C., & Campbell, M.J.",NA,NA,NA,1,published,2018,Participants were categorized into an ‘AVGPs’ group based on their experience with action video games (played first person shooter (FPS) or multiplayer online battle arena (MOBA) games at least 1 h per week).,Those in the ‘NVGPs’ group reported having no experience with the AVGs.,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Trail Making Test (B - A),Main effect of Group,interaction,accuracy,Excel from authors (SE converted to SD),38,28,1,1,0,MeanSD,0.010161540195179588,0.062030857437205815,0.9882352941176471,0.010041992663471593,0.060579893436252495
92,922,92,male only,2,NA,2,Kowal et al. 2018 - reanalysis,"Kowal, M., Toth, A.J., Exton, C., & Campbell, M.J.",new groups matching our criteria,NA,NA,1,published,2018,Participants were categorized into an ‘AVGPs’ group based on their experience with action video games (played first person shooter (FPS) or multiplayer online battle arena (MOBA) games at least 1 h per week).,Those in the ‘NVGPs’ group reported having no experience with the AVGs.,NA,Younger adults,Overt,Other,inhibition,inhibition,Stroop,Main effect of Group: Incongruent RT - Congruent RT,interaction,speed,Excel from authors (SE converted to SD),38,26,1,1,0,MeanSD,0.09439413212613984,0.06484693928037773,0.9878542510121457,0.09324764469140939,0.06328127615592075
92,922,92,male only,NA,NA,2,Kowal et al. 2018 - reanalysis,"Kowal, M., Toth, A.J., Exton, C., & Campbell, M.J.",NA,NA,NA,1,published,2018,Participants were categorized into an ‘AVGPs’ group based on their experience with action video games (played first person shooter (FPS) or multiplayer online battle arena (MOBA) games at least 1 h per week).,Those in the ‘NVGPs’ group reported having no experience with the AVGs.,NA,Younger adults,Overt,Other,inhibition,inhibition,Stroop,Main effect of Group,interaction,accuracy,Excel from authors (SE converted to SD),38,26,1,1,0,MeanSD,-0.63330092733323,0.06791068781460649,0.9878542510121457,-0.6256090132360652,0.06627105361062158
102,103,103,male only,MISSING,NA,1,Schmidt et al 2020 MALE ONLY,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,main effect: RT,main,speed,modified R script and data sent by email - CC3,20,10,1,1,0,MeanSD + Ftest,-0.3055128401247027,0.15155563492468435,0.972972972972973,-0.2972557363375486,0.14347414380013948
102,103,103,male only,1,NA,1,Schmidt et al 2020 MALE ONLY,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,main effect: error,main,accuracy,modified R script and data sent by email - CC3,20,10,1,1,0,MeanSD + Ftest,1.6245565320454185,0.19398639876352394,0.972972972972973,1.5806495987468938,0.18364234682069178
103,1042,104,male only,1,NA,1,Schmidt et al 2019 EXP1 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search time,main,speed,modified R script and data sent by email,23,10,1,1,0,MeanSD + Ftest,0.826346198373446,0.15382444328723563,0.975609756097561,0.8061914130472644,0.14641231960712492
103,1042,104,male only,NA,NA,1,Schmidt et al 2019 EXP1 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search accuracy,main,accuracy,modified R script and data sent by email,23,10,1,1,0,MeanSD + Ftest,-0.131913935169322,0.14374191672247214,0.975609756097561,-0.12869652211641172,0.13681562567278727
103,1044,104,male only,MISSING,NA,NA,Schmidt et al 2019 EXP2 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search time,main,speed,NA,22,11,1,1,0,MeanSD + Ftest,0.18237856777702824,0.1368676051815818,0.975609756097561,0.177930310026369,0.13027255698425394
103,1044,104,male only,1,NA,NA,Schmidt et al 2019 EXP2 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,LoL players,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search accuracy,main,accuracy,NA,22,11,1,1,0,MeanSD + Ftest,-0.3098086343711762,0.13781789984743836,0.975609756097561,-0.30225232621578163,0.1311770611278414
109,1093,109,male only,1,NA,NA,Wong& Chang 2018 - EXP1 MALE ONLY,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2017,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,perception,perception,Modified attentional-blink task (local),Main effect: Group  T1 accuracy,main,accuracy,2018 paper,11,18,1,1,0,MeanSD,-0.012212303605592455,0.1464672178501526,0.9719626168224299,-0.01186990256992164,0.13836923995696135
109,1093,109,male only,2,NA,NA,Wong& Chang 2018 - EXP1 MALE ONLY,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2017,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (local),Main effect: Group : T2 accuracy / T1 correct (dprime),interaction,accuracy,2018 paper,11,18,1,1,0,MeanSD,1.3584838549748193,0.1782832392961507,0.9719626168224299,1.3203955225923476,0.16842619584480442
109,1093,109,male only,3,NA,NA,Wong & Chang 2018 - EXP2 MALE ONLY,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2020,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,perception,perception,Modified attentional-blink task (local),Main effect: Group: T1 identification,main,accuracy,2018 paper,12,18,1,1,0,MeanSD,0.1025717526094012,0.13906423829611164,0.972972972972973,0.0997995430794174,0.13164883333218458
109,1093,109,male only,4,NA,NA,Wong & Chang 2018 - EXP2 MALE ONLY,"Wong, N. H. L, & Chang, D. H. F.",NA,Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2020,NA,1,Published,2018,"4h or more/week (M = 12.26 hours, SE = 1.42), previous 6 months, self-identifying as advanced but also occasionally as intermediate and master-level players; first (FPS)/third (TPS) person-shooter, sports, action-role-playing (RPG), and action-adventure subtypes (Call of Duty, Halo, and Unchartered, League of Legends, Assassin’s Creed, Uncharted: Jake’s Fortune, Call of Duty and Jubeat).","<1h for the past 6 months (M = 0.59 hours, SE = 0.23); action games (participants could sporadically play strategic games such as Rise of Nations, slow-pace sport games including Harry Potter: Quidditch World Cup, role-playing games or the famous Tetris)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Modified attentional-blink task (local),Main effect: Group : T2 accuracy / T1 correct (dprime),interaction,accuracy,2018 paper,12,18,1,1,0,MeanSD,0.5947584350341515,0.14478451548962679,0.972972972972973,0.5786838827359312,0.13706408478784246
20,20,20,published sample,NA,NA,NA,Cardoso-Leite et al 2016 (HMM vs LMM),"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,spatial cognition,spatial cognition,Filter task,capacity K,main,accuracy,paper (stats include MMI factor with 2 levels),14,18,1,0.7647058823529411,0.23529411764705888,NA,NA,NA,NA,NA,NA
20,20,20,full sample,NA,NA,NA,Cardoso-Leite et al 2016 FULL SAMPLE,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,spatial cognition,spatial cognition,Filter task,capacity K,main,accuracy,R CODE + CSV FILES,26,34,1,0.7647058823529411,0.23529411764705888,NA,NA,NA,NA,NA,NA
