Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,NA,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Dual task 1 SOA 100: error rate,main,accuracy,Table 2,10,10,1,1,0,NA,0,0.2,0.9577464788732395,0,0.1834556635588177,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,Re-contact the authors to have the precise value of the F (<1),1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Dual task 1 SOA 400: error rate,main,accuracy,Table 2,10,10,1,1,0,NA,NA,NA,0.9577464788732395,NA,NA,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,NA,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Single task 2: error rate,main,accuracy,Table 2,10,10,1,1,0,NA,0,0.2,0.9577464788732395,0,0.1834556635588177,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,Re-contact the authors to have the precise value of the F (<1),1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Dual task 2 SOA 50: error rate,main,accuracy,Table 2,10,10,1,1,0,NA,NA,NA,0.9577464788732395,NA,NA,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,NA,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Dual task 2 SOA 100: error rate,main,accuracy,Table 2,10,10,1,1,0,NA,0,0.2,0.9577464788732395,0,0.1834556635588177,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,Re-contact the authors to have the precise value of the F (<1),1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Dual task 2 SOA 400: error rate,main,accuracy,Table 2,10,10,1,1,0,NA,NA,NA,0.9577464788732395,NA,NA,included
70,70,70,,5,NA,1,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,NA,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Main effect : dual task (SOA 50) - task 1 : RT,interaction,speed,Not in the paper,10,10,1,1,0,Ftest,1.3569082503986774,0.24603,0.9577464788732395,1.2995740989733813,0.2256779845268796,included
70,70,70,,NA,accuracy,1,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,Re-contact the authors to have the precise value of the F (<1),1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Main effect : dual task (SOA 50) - task 1 : Error rates,interaction,accuracy,Missing,10,10,1,1,0,NA,NA,NA,0.9577464788732395,NA,NA,included
70,70,70,,6,NA,2,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,NA,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Main effect : dual task (SOA 50) - task 2 : RT,interaction,speed,Not in the paper,10,10,1,1,0,Ftest,1.9319937888098915,0.293315,0.9577464788732395,1.8503602484376427,0.2690514897837731,included
70,70,70,,NA,accuracy,2,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,Re-contact the authors to have the precise value of the F (<1),1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual task (visual or auditory),Main effect : dual task (SOA 50) - task 2 : Error rates,interaction,accuracy,Missing,10,10,1,1,0,NA,NA,NA,0.9577464788732395,NA,NA,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,NA,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Task switching,Single task trials: error rates,main,accuracy,Table 3,10,10,1,1,0,NA,0,0.2,0.9577464788732395,0,0.1834556635588177,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,Re-contact the authors to have the precise value of the F (<1),1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Task switching,Repetition trials: error rates,main,accuracy,Table 3,10,10,1,1,0,NA,NA,NA,0.9577464788732395,NA,NA,included
70,70,70,,NA,NA,NA,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,NA,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Task switching,Switch trials: error rates,main,accuracy,Table 3,10,10,1,1,0,NA,0,0.2,0.9577464788732395,0,0.1834556635588177,included
70,70,70,,NA,accuracy,3,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,Re-contact the authors to have the precise value of the F (<1). This line has been added in concertation with Ben,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,task switching,Interaction : Group x trial type : Error rates (switch cost collapsed across both tasks : switch trial - repetition trial),interaction,accuracy,Missing,10,10,1,1,0,NA,NA,NA,0.9577464788732395,NA,NA,included
70,70,70,,NA,NA,3,Strobach et al 2012-EXP1,"Strobach, T., Frensch, P. A., & Schubert, T.",NA,This line has been added in concertation with Ben,1,NA,published,2012,"6h or more/week, for 6 months, action games","<1h/week action play, for 6 months, action games",NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,task switching,Interaction : Group x trial type : RT (switch cost collapsed across both tasks : switch trial - repetition trial),interaction,speed,Not in the paper,10,10,1,1,0,NA,1.4549226783578568,0.25292,0.9577464788732395,1.39344707223006,0.23199803213648085,included
71,71,71,,NA,NA,1,Sungur & Boduroglu 2012,"Sungur, H., & Boduroglu, A.",NA,"A recoder (en spatial cognition ou perception), car il n'y a pas de distracteurs mais un masquage : ""speeded perceptual processing"" selon les auteurs (pour Ben c'est du spatial mais à rediscuter avec Daphné)",1,NA,published,2012,"3-4 days a week or more, 1h/day min, for 6 months, action games (VGPs reported playing were “Call of Duty, Counter “ Strike, Half Life, Serious Sam, Grand Theft Auto, Assassins Creed, World of Warcraft -PvP)","no action gameplay in the past 6 months (some of them reported infrequently playing video games from other genres (e.g. Puzzle, adventure, role playing, construction, and management games). Of the NVGPs, 25% reported no video game experience at all)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,UFOV - single task / with distractors / peripheral task,Main effect : RT,main,speed,NA,24,20,1,1,0,NA,0.6506385036760018,0.09647724010377742,0.9820359281437125,0.6389503868434988,0.09304212592173249,included
71,71,71,,1,NA,1,Sungur & Boduroglu 2012,"Sungur, H., & Boduroglu, A.",NA,NA,1,NA,published,2012,"3-4 days a week or more, 1h/day min, for 6 months, action games (VGPs reported playing were “Call of Duty, Counter “ Strike, Half Life, Serious Sam, Grand Theft Auto, Assassins Creed, World of Warcraft -PvP)","no action gameplay in the past 6 months (some of them reported infrequently playing video games from other genres (e.g. Puzzle, adventure, role playing, construction, and management games). Of the NVGPs, 25% reported no video game experience at all)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,UFOV - single task / with distractors / peripheral task,Main effect : proportion of accurate responses,main,accuracy,NA,24,20,1,1,0,MeanSD,1.0614185988855134,0.10446904669007673,0.9820359281437125,1.042351198905534,0.10074938075141825,included
71,71,71,,2,NA,NA,Sungur & Boduroglu 2012,"Sungur, H., & Boduroglu, A.",NA,NA,1,NA,published,2012,"3-4 days a week or more, 1h/day min, for 6 months, action games (VGPs reported playing were “Call of Duty, Counter “ Strike, Half Life, Serious Sam, Grand Theft Auto, Assassins Creed, World of Warcraft -PvP)","no action gameplay in the past 6 months (some of them reported infrequently playing video games from other genres (e.g. Puzzle, adventure, role playing, construction, and management games). Of the NVGPs, 25% reported no video game experience at all)",NA,Younger adults,Overt,Other,spatial cognition,WM,Color wheel task,Main effect : accuracy (average error),main,accuracy,NA,13,12,1,1,0,MeanSD + Ttest,0.9459291407758865,0.1781520490437904,0.967032967032967,0.9147446636074507,0.16659938024334173,included
71,71,71,,3,NA,NA,Sungur & Boduroglu 2012,"Sungur, H., & Boduroglu, A.",NA,NA,1,NA,published,2012,"3-4 days a week or more, 1h/day min, for 6 months, action games (VGPs reported playing were “Call of Duty, Counter “ Strike, Half Life, Serious Sam, Grand Theft Auto, Assassins Creed, World of Warcraft -PvP)","no action gameplay in the past 6 months (some of them reported infrequently playing video games from other genres (e.g. Puzzle, adventure, role playing, construction, and management games). Of the NVGPs, 25% reported no video game experience at all)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,MIT task (multiple identity tracking),Main effect : accuracy (nb items tracked) - specific condition,main,accuracy,NA,23,17,1,1,0,MeanSD + Ttest,1.066003581778052,0.11650633573587538,0.9801324503311258,1.0448247026698787,0.11192293223799896,included
71,71,71,,4,NA,NA,Sungur & Boduroglu 2012,"Sungur, H., & Boduroglu, A.",NA,NA,1,NA,published,2012,"3-4 days a week or more, 1h/day min, for 6 months, action games (VGPs reported playing were “Call of Duty, Counter “ Strike, Half Life, Serious Sam, Grand Theft Auto, Assassins Creed, World of Warcraft -PvP)","no action gameplay in the past 6 months (some of them reported infrequently playing video games from other genres (e.g. Puzzle, adventure, role playing, construction, and management games). Of the NVGPs, 25% reported no video game experience at all)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,MIT task (multiple identity tracking),Main effect : accuracy (nb items tracked) - standard condition,main,accuracy,NA,24,18,1,1,0,MeanSD + Ttest,0.8081220356417693,0.10499676060900552,0.9811320754716981,0.7928744500636228,0.10107199739649374,included
73,74,74,male only,1,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,inhibition,inhibition,SART,Main effect : SART.RT_trim_ISD (standard deviation of response time on go trials),main,speed,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.2784833176447044,0.04014624343118033,0.9924812030075187,0.2763894581135412,0.03954481008224806,included
73,74,74,male only,2,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,inhibition,inhibition,Spatial stroop,Main effect : SpStrpINC_CON (RT difference between incongruent and congruent trials),main,speed,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.3122364244274219,0.04024398179653729,0.9924812030075187,0.3098887821384939,0.03964108422312543,included
73,74,74,male only,3,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,problem solving,problem solving,Letter sets,Main effect : MaxLetterSetsTotal (total number of items solved correctly),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.30180269899719236,0.04021257632782538,0.9924812030075187,0.29953350577164956,0.03961014924167727,included
73,74,74,male only,4,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,problem solving,problem solving,Paper Folding,Main effect : MaxPapFoldTotal (number of problems solved),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.2749904130989995,0.04013676680907228,0.9924812030075187,0.2729228160080296,0.0395354754300003,included
73,74,74,male only,5,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,problem solving,problem solving,RAVEN (RAPM),Main effect : MaxRAPMOddTotal (total number of correct solutions),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.10801216582958441,0.03982327122412541,0.9924812030075187,0.10720004428199355,0.03922667634174691,included
73,74,74,male only,6,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,spatial cognition,spatial cognition,Matrix monitoring,Main effect : MatMon.acc (proportion of correct responses),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.12071872590459196,0.03983751819871772,0.9924812030075187,0.11981106631132434,0.03924070988153414,included
73,74,74,male only,7,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,spatial cognition,spatial cognition,Symmetry span,Main effect : MaxSspanTotal (locations correctly recalled),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.42027862900650975,0.040631935430166556,0.9924812030075187,0.4171186393147315,0.04002322589944157,included
73,74,74,male only,8,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,top-down attention,top-down attention,Antisaccade,Main effect : anti_err (proportion of errors),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.2865811890612931,0.04016867391999104,0.9924812030075187,0.28442644327887734,0.039566904538522456,included
73,74,74,male only,9,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,top-down attention,top-down attention,Change detection,Main effect : Arrays_k (bias-corrected measure of capacity : k),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.3796952013597765,0.040472789939657,0.9924812030075187,0.37684035022173307,0.039866464577340915,included
73,74,74,male only,10,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,top-down attention,top-down attention,Cued visual search,Main effect : CuedSrch.RT_mean (mean RT for correct responses),main,speed,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.2433682337217747,0.04005641568107472,0.9924812030075187,0.24153839737800195,0.03945632804720707,included
73,74,74,male only,11,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,top-down attention,top-down attention,Flanker task,Main effect : ArrFlnkINC_CON (RT difference between incongruent and congruent trials),main,speed,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.29026330507424464,0.0401790857256226,0.9924812030075187,0.28808087420902473,0.039577160364251684,included
73,74,74,male only,12,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,Continuous counters,Main effect : Counters.ACC (proportion of correct final counts),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.2160638730821737,0.039994923034341455,0.9924812030075187,0.2144393326830596,0.03939575662560718,included
73,74,74,male only,13,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,Keeping track,Main effect : KeepTrack (total number of correctly recalled final exemplars),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,-0.14137621055936256,0.03986405850326721,0.9924812030075187,-0.14031323153260042,0.03926685258414426,included
73,74,74,male only,14,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,Number series,Main effect : MaxNumberSeriesTotal (total number of items solved correctly),main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.2285112450521575,0.04002204946504742,0.9924812030075187,0.22679311539011118,0.03942247667358167,included
73,74,74,male only,15,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,OSPAN,Main effect : MaxOspanTotal,main,accuracy,Not in the paper,45,57,1,1,0,MeanSD + Ttest,0.2645373977095838,0.04010912125755561,0.9924812030075187,0.26254839471928615,0.03950824403819599,included
