Included,MaleRatioDiff>20,Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var
excluded,0.541666667,99,99,99,,NA,NA,NA,"Pavan, Hobaek, Blurton et al, 2019 (AVGPs versus CONs)","Pavan, A., Hobaek, M., Blurton, S. P., Contillo, A., Ghin, F., & Greenlee, M. W.",excluded unbalanced gender,Contact authors to have the data regarding only the 2 groups of interest : AVGPs and CONs and decide what measure you want to extract,NA,1,Published,2019,"3 to 4 days or more/week, 2h or more/day, past 6 months (on average 4.75 days/week (SEM = 0.41), 5.1 h/day (SEM = 0.45)); action games (Call of Duty, Battlefield, Fallout, Far Cry)",no video games; past 6 months,NA,"Probably younger adults (as some of them received course credit for their participation, but not specified)",Overt,Other,top-down attention,top-down attention,Visual Short Term Memory (VSTM) for coherent motion,Main effect : group during main experiment : learning curves : trial-by-trial variation in starting point (Sz)=0,NA,speed,"Table 2 : fixed z=a/2, Sz=1",12,16,0.916666667,0.375,0.541666667,MeanSD + Ttest,NA,NA,NA,NA,NA
included,0.083333333,100,100,100,,1,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Sentence reading test,Main effect : number of correct sentences within 3 min,main,accuracy,paper,12,14,0.583333333,0.5,0.083333333,MeanSD + Ttest,0.317860149,0.156704887,0.968421053,0.30782246,0.146964007
included,0.083333333,100,100,100,,2,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,problem solving,problem solving,Matrix reasoning (Wechsler),Main effect : accuracy,main,accuracy,paper,12,14,0.583333333,0.5,0.083333333,MeanSD + Ttest,-0.237012634,0.155842193,0.968421053,-0.229528025,0.146154939
included,0.083333333,100,100,100,,3,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Digit symbol coding (Wechsler),Main effect : accuracy,main,accuracy,paper,12,14,0.583333333,0.5,0.083333333,MeanSD + Ttest,0.139120357,0.155134106,0.968421053,0.134727083,0.145490867
included,0.083333333,100,100,100,,IQ,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Vocabulary (Wechsler),Main effect : accuracy,main,accuracy,paper,12,14,0.583333333,0.5,0.083333333,MeanSD + Ttest,0.359512177,0.157247463,0.968421053,0.348159161,0.147472856
included,0.083333333,100,100,100,,5,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,WM,OSPAN,Main effect : accuracy,main,accuracy,paper,12,14,0.583333333,0.5,0.083333333,MeanSD + Ttest,-0.074507933,0.154868663,0.968421053,-0.072155051,0.145241924
included,0,100,100,100,,NA,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,top-down or bottom-up attention or verbal cognition,top-down or bottom-up attention or verbal cognition,AVERAGE OF LDT VST BAS,Main effect : accuracy rate (% correct),NA,accuracy,paper : Résultats rapportés selon l'hémisphère dans lequel est présenté le stimulus (gauche ou droit) et selon la main utilisée pour répondre (gauche ou droite) + Ils ont mis les 3 tâches dans la même ANOVA,14,14,0.5,0.5,0,MeanSD + Ttest,NA,NA,NA,NA,NA
included,0,100,100,100,,NA,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,top-down or bottom-up attention or verbal cognition,top-down or bottom-up attention or verbal cognition,AVERAGE OF LDT VST BAS,Main effect : RT,NA,speed,paper : Résultats rapportés selon l'hémisphère dans lequel est présenté le stimulus (gauche ou droit) et selon la main utilisée pour répondre (gauche ou droite) + Ils ont mis les 3 tâches dans la même ANOVA,14,14,0.5,0.5,0,MeanSD + Ttest,NA,NA,NA,NA,NA
included,0,100,100,100,,6,NA,1,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Letter detection task (LDT),Main effect : accuracy rate (% correct),main,accuracy,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.270260956,0.144161446,0.970873786,0.262389277,0.135885989
included,0,100,100,100,,7,NA,2,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,spatial cognition,spatial cognition,Visuospatial task (VST),Main effect : accuracy rate (% correct),main,accuracy,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.505431927,0.147418954,0.970873786,0.490710609,0.138956503
included,0,100,100,100,,8,NA,3,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,perception,speed of processing,Baseline task (BAS),Main effect : accuracy rate (% correct),main,accuracy,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.243637257,0.143917127,0.970873786,0.236541026,0.135655695
included,0,100,100,100,,NA,NA,1,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Letter detection task (LDT),Main effect : reaction time (ms),NA,speed,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.405066646,0.145787125,0.970873786,0.393268589,0.137418347
included,0,100,100,100,,NA,NA,2,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,perception,perception,Visuospatial task (VST),Main effect : reaction time (ms),NA,speed,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,-0.125999528,0.143140641,0.970873786,-0.122329638,0.134923782
included,0,100,100,100,,9,NA,3,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,perception,perception,Baseline task (BAS),Main effect : reaction time (ms),main,speed,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.201958021,0.143585483,0.970873786,0.196075748,0.135343089
excluded,0.636029412,101,101,101,,NA,NA,NA,Schenk et al. 2020,"Schenk, S., Bellebaum, C., Lech, R, K. Heinen, R. & Suchan, B.",gender ratio (3 males),NA,NA,1,NA,2020,Participants with high action video game experience formed the group of the action video gamers. They were assigned to this group by fulfilling the criterion of playing a first-person shooter game for more than 20 h per week using a self-designed questionnaire (Supplementary Datasheet 1).,The group of nongamers consisted of subjects without any game experience playing not video games at all. All,FPS,younger adults,Overt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823529412,0.1875,0.636029412,NA,NA,NA,NA,NA,NA
excluded,0.4,102,102,102,full sample,NA,NA,NA,Schmidt et al 2020,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search slopes,interaction,NA,CC3,NA,NA,0.8,0.4,0.4,NA,NA,NA,NA,NA,NA
excluded,0.4,102,102,102,full sample,NA,NA,NA,Schmidt et al 2020,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search accuracy,main,NA,CC3,NA,NA,0.8,0.4,0.4,NA,NA,NA,NA,NA,NA
included,0,102,103,103,male only,MISSING,NA,1,Schmidt et al 2020 MALE ONLY,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,main effect: RT,main,speed,modified R script and data sent by email - CC3,20,10,1,1,0,MeanSD + Ftest,-0.30551284,0.151555635,0.972972973,-0.297255736,0.143474144
included,0,102,103,103,male only,1,NA,1,Schmidt et al 2020 MALE ONLY,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,main effect: error,main,accuracy,modified R script and data sent by email - CC3,20,10,1,1,0,MeanSD + Ftest,1.624556532,0.193986399,0.972972973,1.580649599,0.183642347
excluded,0.498847926,103,1041,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP1,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search time,main,NA,CC2,28,31,0.821428571,0.322580645,0.498847926,NA,NA,NA,NA,NA,NA
excluded,0.498847926,103,1041,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP1,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search accuracy,main,NA,CC2,28,31,0.821428571,0.322580645,0.498847926,NA,NA,NA,NA,NA,NA
included,0,103,1042,104,male only,1,NA,1,Schmidt et al 2019 EXP1 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search time,main,speed,modified R script and data sent by email,23,10,1,1,0,MeanSD + Ftest,0.826346198,0.153824443,0.975609756,0.806191413,0.14641232
included,0,103,1042,104,male only,NA,NA,1,Schmidt et al 2019 EXP1 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search accuracy,main,accuracy,modified R script and data sent by email,23,10,1,1,0,MeanSD + Ftest,-0.131913935,0.143741917,0.975609756,-0.128696522,0.136815626
excluded,0.44,103,1043,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP2,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search time,main,NA,handball,25,25,0.44,0.88,-0.44,NA,NA,NA,NA,NA,NA
excluded,0.44,103,1043,104,full sample,NA,NA,NA,Schmidt et al 2019 EXP2,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,LoL players,NA,NA,younger adults,Recruitment!?,NA,top-down attention,top-down attention,search task,search accuracy,main,NA,handball,25,25,0.44,0.88,-0.44,NA,NA,NA,NA,NA,NA
included,0,103,1044,104,male only,MISSING,NA,NA,Schmidt et al 2019 EXP2 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search time,main,speed,NA,22,11,1,1,0,MeanSD + Ftest,0.182378568,0.136867605,0.975609756,0.17793031,0.130272557
included,0,103,1044,104,male only,1,NA,NA,Schmidt et al 2019 EXP2 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,LoL players,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search accuracy,main,accuracy,NA,22,11,1,1,0,MeanSD + Ftest,-0.309808634,0.1378179,0.975609756,-0.302252326,0.131177061
included,0.111111111,105,105,105,,1,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.",NA,NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,problem solving,problem solving,RAVEN short version,Main effect : accuracy,main,accuracy,"Means/SDs FROM EXCEL (IQ), T from paper",18,18,0.833333333,0.722222222,0.111111111,MeanSD + Ftest,0.156650232,0.111451935,0.977777778,0.153169115,0.106553553
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,perception,perception,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : RT,main,speed,FROM EXCEL,18,18,0.833333333,0.722222222,0.111111111,NA,0.726152017,0.118434677,0.977777778,0.710015306,0.1132294
included,0.111111111,105,105,105,,3,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop-change paradigm (Go/Stop-change delay = 0ms / stop-change delay = 300ms),Main effect : Mean stop signal RT (SSRT),interaction,speed,FROM EXCEL,18,18,0.833333333,0.722222222,0.111111111,MeanSD,0.083200658,0.111207255,0.977777778,0.081351755,0.106319627
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.",Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2020,NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : Mean RTs on GO trials,main,speed,FROM EXCEL,18,18,0.833333333,0.722222222,0.111111111,NA,NA,NA,NA,NA,NA
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : Mean RTs SCD 0,main,speed,FROM EXCEL,18,18,0.833333333,0.722222222,0.111111111,NA,NA,NA,NA,NA,NA
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : Mean RTs SCD 300,main,speed,FROM EXCEL,18,18,0.833333333,0.722222222,0.111111111,NA,NA,NA,NA,NA,NA
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Interaction : group x trial type RT,interaction,speed,FROM EXCEL,18,18,0.833333333,0.722222222,0.111111111,NA,NA,NA,NA,NA,NA
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.",NA,NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : % of error on the GO trials,main,accuracy,EXCEL DOES NOT MATCH PAPER,18,18,0.833333333,0.722222222,0.111111111,NA,NA,NA,NA,NA,NA
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","To rule out this possibility, trials were divided into three blocks of 288 trials each. We then re-ran the RTs analysis with the inclusion of the additional within-subjects factor “block”.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),"Main effect (with additional within factor ""block"") : RT",main,speed,not in excel,18,18,0.833333333,0.722222222,0.111111111,NA,NA,NA,NA,NA,NA
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","To rule out this possibility, trials were divided into three blocks of 288 trials each. We then re-ran the RTs analysis with the inclusion of the additional within-subjects factor “block”.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),"Interaction (with additional within factor ""block"") : group x trial type",interaction,speed,not in excel,18,18,0.833333333,0.722222222,0.111111111,NA,NA,NA,NA,NA,NA
included,0.111111111,105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","To rule out this possibility, trials were divided into three blocks of 288 trials each. We then re-ran the RTs analysis with the inclusion of the additional within-subjects factor “block”.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),"Interaction (with additional within factor ""block"") : group x block",interaction,speed,not in excel,18,18,0.833333333,0.722222222,0.111111111,NA,NA,NA,NA,NA,NA
excluded,0.866666667,106,106,106,,NA,NA,NA,Stewart et al. 2019,"Stewart, H.J., Martinez, J.L., Perdew, A, Green, C.S., Moore, D.R.",gender UNMATCHED,NA,NA,1,NA,NA,3-5 hours or more per week of action/first third person shooter video game,0 to 1 hour per week of action/first third person shooter video game,NA,Younger adults,Recruitment!?,NA,NA,NA,NA,NA,NA,NA,NA,15,16,0.866666667,0,0.866666667,NA,NA,NA,NA,NA,NA
excluded,#VALUE!,107,107,107,,NA,NA,NA,"Trisolini, Petilli & Daini, 2018","Trisolini, D.C., Petilli, M.A, & Daini, R.",EXCLUDE CHILDREN,"Trials with 11 and 12 items were not included as they were extremely difficult (error rate > 90%). (2003), we estimated the point at which subjects switched from subitizing to counting (accuracy breakpoint) by fitting the error rate data to a bilinear function.",NA,1,published,2018,"NA7h or more/week, previous 6 months; action games","<1h/week, previous 6 months; action games",NA,Children,Recruitment!?,Other,spatial cognition,spatial cognition,Visual enumeration task,Main effect : accuracy breakpoint,NA,accuracy,Not precised if SEM or SD,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
excluded,#VALUE!,107,107,107,,NA,NA,NA,"Trisolini, Petilli & Daini, 2018","Trisolini, D.C., Petilli, M.A, & Daini, R.",EXCLUDE CHILDREN,There were 36 targets: 18 in the first 10 min (Part 1) and 18 in the last 10 min (Part 2). Mixed 2 (Video Games Status: AVGP vs NAVGP) × 2 (Section: Part 1 vs Part 2) ANOVA for each variable recorded.,NA,1,published,2018,"NA7h or more/week, previous 6 months; action games","<1h/week, previous 6 months; action games",NA,Children,Recruitment!?,Other,sustained attention,sustained attention,Jumping square task,Main effect : hits,NA,accuracy,NA,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
excluded,#VALUE!,107,107,107,,NA,NA,NA,"Trisolini, Petilli & Daini, 2018","Trisolini, D.C., Petilli, M.A, & Daini, R.",EXCLUDE CHILDREN,There were 36 targets: 18 in the first 10 min (Part 1) and 18 in the last 10 min (Part 2). Mixed 2 (Video Games Status: AVGP vs NAVGP) × 2 (Section: Part 1 vs Part 2) ANOVA for each variable recorded.,NA,1,published,2018,"NA7h or more/week, previous 6 months; action games","<1h/week, previous 6 months; action games",NA,Children,Recruitment!?,Other,sustained attention,sustained attention,Jumping square task,Interaction : group x section (Part 1 vs Part 2) : hits,NA,accuracy,NA,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
excluded,#VALUE!,107,107,107,,NA,NA,NA,"Trisolini, Petilli & Daini, 2018","Trisolini, D.C., Petilli, M.A, & Daini, R.",EXCLUDE CHILDREN,There were 36 targets: 18 in the first 10 min (Part 1) and 18 in the last 10 min (Part 2). Mixed 2 (Video Games Status: AVGP vs NAVGP) × 2 (Section: Part 1 vs Part 2) ANOVA for each variable recorded.,NA,1,published,2018,"NA7h or more/week, previous 6 months; action games","<1h/week, previous 6 months; action games",NA,Children,Recruitment!?,Other,sustained attention,sustained attention,Jumping square task,Main effect : false alarms,NA,accuracy,NA,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
excluded,#VALUE!,107,107,107,,NA,NA,NA,"Trisolini, Petilli & Daini, 2018","Trisolini, D.C., Petilli, M.A, & Daini, R.",EXCLUDE CHILDREN,There were 36 targets: 18 in the first 10 min (Part 1) and 18 in the last 10 min (Part 2). Mixed 2 (Video Games Status: AVGP vs NAVGP) × 2 (Section: Part 1 vs Part 2) ANOVA for each variable recorded.,NA,1,published,2018,"NA7h or more/week, previous 6 months; action games","<1h/week, previous 6 months; action games",NA,Children,Recruitment!?,Other,sustained attention,sustained attention,Jumping square task,Interaction : group x section (Part 1 vs Part 2) : false alarms,NA,accuracy,NA,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
